order_id,customer_name,email,product,category,amount,purchase_date,country
d32e6dcd-83bc-4478-9d6a-c7b86778043b,Mary Daniels MD,aprildean@example.com,Camera,Electronics,1540.78,2025-04-20,Senegal
8c99a894-445d-4c38-b41c-64940d366dfc,Dwayne Gilmore,omartinez@example.net,Camera,Accessories,1301.22,2025-05-20,Russian Federation
03802b70-8d03-491e-8f8d-5238288b78b5,Anna Gay,murraydavid@example.org,Laptop,Accessories,500.77,2025-03-29,Saint Barthelemy
45ff2c83-b495-4b4e-8245-6fb44ab7706e,John Kennedy,yarnold@example.org,Camera,Electronics,539.05,2025-06-11,Malawi
dd30de89-22f2-45f2-a11b-868dbf0d073d,Raymond Dickerson,sarah84@example.org,Laptop,Electronics,945.01,2025-02-19,French Southern Territories
ffb8102d-9475-4bc9-9641-8cedd664d264,Sharon Griffin,jreed@example.net,Headphones,Electronics,818.19,2025-03-08,Venezuela
fb140bc3-304b-4590-9e9e-37575260001e,Laura Hall,vwilliams@example.com,Phone,Electronics,603.61,2025-05-04,Sudan
a9e782d4-fd08-432c-a2d6-0e9361985d54,Marissa Hernandez,martineztammy@example.com,Camera,Accessories,1481.33,2025-06-02,Tunisia
86a4bae4-1986-44b2-b0b7-e868d85480f0,Alexis Thomas,charlesharrington@example.com,Phone,Electronics,211.5,2025-03-01,Puerto Rico
da0d4a5f-148f-4b74-a65b-b1f265c17795,Michael Ferguson,courtney78@example.org,Headphones,Accessories,841.2,2025-04-19,Dominica
4991ab9b-ebc2-426f-af34-cf65a193c4b2,Nicole Hamilton MD,wallaceheather@example.org,Camera,Electronics,1503.66,2025-01-09,South Africa
5ff595ea-5bc4-40f1-8b1a-269b0e5dd462,David Jenkins,georgemiller@example.com,Headphones,Accessories,1354.48,2025-04-19,Dominican Republic
24a35cf2-9549-4931-a9af-299d7f671eec,Mark Stevens,nolansteven@example.com,Laptop,Electronics,1970.43,2025-04-29,Cayman Islands
5876fd09-f1fa-4665-b115-33f312e89d10,Elizabeth Hayden DDS,mbruce@example.com,Phone,Accessories,72.5,2025-05-30,Botswana
5be4bf51-9269-4698-a1a1-17293cb98350,Wendy Phillips,khill@example.net,Laptop,Accessories,857.94,2025-05-17,Australia
7f2984f5-bec3-4a37-9b3d-74bde91e314e,Stephanie Parsons,catherinegomez@example.net,Phone,Electronics,893.88,2025-02-03,El Salvador
c478f6f1-b88e-4318-816d-83edad81f8bd,Sara Fuller,parkerscott@example.net,Camera,Electronics,1545.21,2025-03-05,Bulgaria
53a3dd5a-4b8c-4bdc-a8dd-5e5a1712fb16,Casey Anderson,alyssa42@example.com,Headphones,Accessories,25.81,2025-06-09,Western Sahara
4b8e63d4-ce76-47ad-b7a6-7b947b5a611a,Gina Wilson,taylortammy@example.net,Headphones,Accessories,1669.07,2025-05-07,Indonesia
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Richard Smith,gibsonemily@example.net,Headphones,Electronics,733.55,2025-02-15,Hong Kong
5f18e583-f0b6-483f-a377-f6f1d289f0ab,David Johnson,rose31@example.net,Headphones,Electronics,1675.47,2025-05-25,United States of America
688613db-a634-4e78-8d5c-55c7b379cb1e,Andrew Johnson,pwilson@example.net,Laptop,Electronics,423.96,2025-01-24,Korea
be3e6e57-f30a-4e32-aba4-fc035efa9c5b,Kimberly Matthews,nicolepena@example.com,Laptop,Accessories,1141.35,2025-04-18,Wallis and Futuna
b0b63bcf-0860-4833-879d-0cdaf396ea37,Jeremy Sampson,cory58@example.net,Laptop,Electronics,1964.49,2025-03-04,Indonesia
1f45dbfd-f7dc-47e0-b097-4b2b46a02a9b,Samantha Davis,darleneharper@example.org,Camera,Electronics,1557.09,2025-01-09,Grenada
c9776598-203c-4c25-bd23-5def3e5a87e3,Andrea Hubbard,brendali@example.org,Camera,Accessories,1307.44,2025-02-27,Cameroon
00b9d4a3-9892-40ac-a689-33a9c9e48e8c,William Huerta,lauren10@example.org,Phone,Accessories,582.83,2025-01-03,Somalia
52e2afd9-96bf-40ab-bce9-15e7c9d6a63b,Derek Martinez,vfox@example.org,Camera,Accessories,197.36,2025-03-25,Slovakia (Slovak Republic)
1beaf6ac-97fa-4f04-8363-90075cae9610,Daniel Gilbert,stephen00@example.com,Headphones,Electronics,1501.86,2025-05-29,Japan
b65feea9-7d82-4264-9ba3-62e7afa415e5,Angel Miller,cameronhill@example.net,Laptop,Electronics,523.09,2025-04-13,Rwanda
98eeac2b-fe9f-4caa-a182-f347533f5a72,Jody Jacobs,mcguiredanny@example.net,Laptop,Electronics,1984.61,2025-04-24,Seychelles
370bc063-dd90-479e-b888-f6ed8d244e3e,Stephen Gutierrez,uross@example.org,Headphones,Accessories,1372.38,2025-02-24,Germany
f41ea3ac-5fd2-4109-8140-752caa448259,Thomas Jones,daviscolin@example.net,Laptop,Electronics,1802.28,2025-03-07,Bulgaria
f4e559e5-9622-4348-8f5a-e9d38e6e5003,Erin Martinez,morgan60@example.com,Laptop,Electronics,225.3,2025-04-16,Guinea
36760ce5-81e5-49f6-93f2-77cc1a85910d,John Boone,megan51@example.com,Headphones,Electronics,553.41,2025-04-11,Sri Lanka
f97be2dd-8f9b-42ae-985c-16bd6dda4f8d,Lisa Leonard,lynchdiane@example.net,Phone,Electronics,1387.83,2025-02-16,Cocos (Keeling) Islands
4f199ec0-c32d-4526-b3e4-110a45f50c52,Heather White,ashleymorales@example.org,Phone,Accessories,1065.69,2025-05-10,Antarctica (the territory South of 60 deg S)
3712f2d1-87cd-46a1-bf01-2e32177d6e7e,Jesse Moore,jennifer99@example.org,Laptop,Electronics,1249.37,2025-06-04,Cape Verde
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,Denise Stanley,alawson@example.com,Phone,Electronics,384.09,2025-02-07,Malaysia
1c6345ab-6e0e-41e8-985d-3f861d2324e6,Michael Tucker,brandon69@example.org,Laptop,Electronics,1567.12,2025-01-02,Gabon
2321d1e1-c471-44c0-b613-6e15f200c261,Donna Wilson,lburgess@example.org,Camera,Electronics,328.52,2025-03-08,Romania
d556b37d-8f08-41ee-8011-316b3ae88926,Heather Sanders,grahamsteve@example.org,Headphones,Electronics,726.21,2025-05-31,Morocco
b5a1b949-6788-4209-92ca-525a6de59332,Donna Sullivan,george97@example.net,Laptop,Accessories,533.49,2025-06-10,Benin
3e49fd09-1b19-48b8-9830-20816fcc57dd,James Miller,julie35@example.org,Phone,Electronics,1131.76,2025-01-14,North Macedonia
31a3ac4d-828c-47e7-87d5-b7be1d30d990,Hannah Luna,joelthomas@example.org,Headphones,Accessories,195.16,2025-01-31,Cape Verde
134a5a2f-a7cf-405c-8257-cf73c29d782b,Raymond Snyder,kmaldonado@example.net,Camera,Electronics,737.79,2025-04-22,Nigeria
a09151e0-f891-40c3-9d3f-487e52bdc661,Jeremiah Harrison,laura90@example.com,Laptop,Accessories,234.1,2025-03-30,Georgia
0e9058b6-09a0-40f6-b3b0-a0917634c169,Dustin Newman,gilbertwilliam@example.com,Headphones,Accessories,1445.85,2025-04-12,Zimbabwe
0a8076ec-e558-4e16-bd29-ede9cab4923b,Robert Pearson,cassidy82@example.org,Phone,Electronics,739.85,2025-03-20,Sudan
fb7d9f1c-57eb-49b1-965e-59dde62d2d06,Kathy Thompson,jasmineritter@example.net,Phone,Electronics,1551.66,2025-04-02,Cayman Islands
486bb6bf-eafd-47d9-9f73-3a3e5d286aa4,Raymond Shelton,mccormickdeborah@example.org,Phone,Electronics,1764.54,2025-02-27,Moldova
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,Mary Escobar,mathewaguilar@example.org,Phone,Accessories,1691.79,2025-06-10,Georgia
a981b098-b2cf-452d-a7f3-33b3f7baf55e,Kurt Hurley,angelica52@example.net,Camera,Accessories,1731.84,2025-05-03,Yemen
e99630f7-af77-420e-bf46-25afbd20563b,Maria Henderson,andrew42@example.org,Laptop,Accessories,1462.35,2025-03-01,Seychelles
fffe77c8-39fe-499c-b127-41487c7c404e,Billy Richard,romeroamber@example.net,Laptop,Accessories,1503.18,2025-06-04,Argentina
c42cbc39-e05b-46c5-9636-3094a97431db,Linda Moore,mariewise@example.org,Laptop,Accessories,1132.07,2025-05-07,Aruba
b836c448-ad26-4ec5-9d42-b9e9692e07b6,Jeremy Mitchell,pyoung@example.com,Camera,Accessories,1644.16,2025-06-18,Slovenia
31ab0b56-d5c9-4dc7-a76a-dca978116802,Travis Joyce,xhammond@example.com,Camera,Accessories,77.19,2025-03-30,Italy
331f63fb-d11f-48c0-a97c-a4fff75d599f,Brenda Wright,jsawyer@example.org,Laptop,Electronics,503.12,2025-05-05,Maldives
1578d709-48f9-43d0-9fea-e1e0d9e604b3,Denise Whitehead,mariahdavis@example.org,Headphones,Electronics,1965.87,2025-05-23,Turks and Caicos Islands
6a36af18-06d3-4b93-ae33-688d597e6845,Jonathan Young,brooksanthony@example.org,Headphones,Electronics,106.86,2025-05-27,Pakistan
2339ba19-2563-4cc3-8a97-ebf555d596af,Thomas Kennedy,katherineharrison@example.net,Phone,Electronics,225.43,2025-01-01,Belgium
d5c0244d-3735-462d-8184-3b0304dd7054,Todd Lynch,srodriguez@example.org,Headphones,Electronics,373.75,2025-02-22,Australia
cb3cf8ca-a392-4731-ab79-afcc3d0a5f0c,Amy Copeland,bcarlson@example.net,Headphones,Electronics,474.77,2025-04-01,Dominican Republic
6de299a1-4a90-4d0c-a4c1-73b9b7f28572,Harry Duncan,elizabethmiller@example.com,Camera,Accessories,1166.76,2025-01-12,Malta
fd034ada-c952-4185-81e0-3a5e8b48f496,Alicia Marks,reidtina@example.com,Phone,Electronics,1517.24,2025-05-11,Guinea-Bissau
3dba6da8-5844-49fc-914b-9547c9dc72b8,Lori Ingram,dennis58@example.com,Laptop,Electronics,850.92,2025-05-23,China
76f186ab-af47-4b49-8775-e395d49405f0,Mrs. Catherine Taylor,mjohnson@example.org,Camera,Accessories,418.4,2025-05-19,Turks and Caicos Islands
4f612217-eef1-4694-90ca-e32d0aba590e,Virginia Daniels,benjamin34@example.com,Headphones,Accessories,1725.68,2025-05-31,Australia
45f18619-54f9-4429-a7de-02ccdda4f4a7,Jacob Preston,ykline@example.com,Laptop,Accessories,1705.98,2025-06-20,Luxembourg
ec9f9c54-5e0a-42ab-bf5d-b163b12b6680,Debra Miller,mmiller@example.org,Phone,Electronics,1710.5,2025-04-06,Gibraltar
a9320094-53f2-4f11-947f-65701a43db54,Jeremy Robbins,hannahbell@example.org,Camera,Electronics,504.15,2025-05-08,United States Minor Outlying Islands
6f5842c3-ff86-4c31-9d66-e8155a4153b3,William Gould,lambertrichard@example.net,Headphones,Accessories,1993.18,2025-05-21,Philippines
248d31ec-07f8-44f0-b3ea-018428f4e3ce,Megan Kim,carlososborne@example.com,Headphones,Accessories,96.88,2025-03-05,Zambia
2747b93c-9ae7-4eab-884a-67809136f1f8,Tiffany Watson,berryalyssa@example.com,Camera,Accessories,97.65,2025-02-25,Fiji
06a241af-1d0a-47f7-b5e4-a4713fe68c9c,Kathryn Hughes,greenjorge@example.com,Headphones,Electronics,48.44,2025-02-07,New Zealand
ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,Bryan Farrell MD,zosborn@example.net,Camera,Accessories,88.87,2025-06-19,Ghana
109fd8ee-b5a4-4200-98f0-dd23aaf78c67,Donna Evans,jenniferho@example.net,Laptop,Electronics,1822.6,2025-01-31,Guyana
fc31a597-1f11-4c0f-b967-e60a823dd107,Charles Tyler,wardashley@example.com,Camera,Accessories,1030.09,2025-05-21,Micronesia
161237c9-e25d-49a8-9ca8-a5c42138afe0,James Love,xfox@example.com,Headphones,Accessories,1674.37,2025-05-25,Barbados
a4704d48-5128-49b1-b8ed-e0ca20156a72,John Holmes,nataliedeleon@example.net,Phone,Accessories,684.48,2025-04-13,Seychelles
80bbae52-6ec0-4269-a108-4dd9f75d1e3c,Amy Martinez,kevinmartin@example.net,Camera,Electronics,606.31,2025-02-09,Yemen
48b763d5-e519-4d7e-84d6-7c4ff0df1684,Danielle Reid,david49@example.net,Laptop,Accessories,674.81,2025-01-17,Norway
94a53fde-f10d-47c8-9780-c2152b2bb8e9,Matthew Le,megan90@example.org,Phone,Accessories,1567.78,2025-01-15,Yemen
43c07d43-93a7-4792-8561-b8dca4364fcd,Pamela Butler,jimenezcourtney@example.com,Phone,Electronics,1979.52,2025-04-23,Gabon
ceae71cf-ce00-4af0-beb0-51817ba24588,Elizabeth Jones,moorerobert@example.com,Headphones,Electronics,914.68,2025-02-05,New Caledonia
b7e6a14c-dc8a-4922-9005-680f24c778a5,William Reed,xanderson@example.net,Camera,Electronics,1256.82,2025-04-09,Ghana
44790612-1f5d-488f-b76a-bf093de28859,Charles Williams,alin@example.org,Camera,Electronics,870.45,2025-06-18,United Arab Emirates
ef0a573d-53d2-456d-9040-158728e213bc,Emily Hines,dferrell@example.com,Laptop,Electronics,1588.71,2025-06-03,Luxembourg
64ab851b-f1fa-46e7-970d-750705eee1d4,Tracy Lewis,brandon47@example.net,Camera,Electronics,486.27,2025-06-04,Palau
896490ab-4926-4e5f-b878-6140ac2a4f71,Brian Anderson,jessica65@example.org,Camera,Electronics,1703.67,2025-03-12,Montenegro
8da00495-5cce-4ba9-b1d4-ee098fd33afc,James Cole,marcia99@example.org,Camera,Electronics,1557.37,2025-01-23,Bhutan
fc9e1dcb-cb7e-4268-9f89-ed1264d6dfbf,Todd Fischer,carriemorales@example.org,Camera,Electronics,1887.74,2025-01-08,Burundi
79474bfa-cdd0-44d4-9542-27deb6adf48b,Brittany Barry,markaustin@example.org,Laptop,Accessories,1984.61,2025-03-10,Nicaragua
97fe56c5-4c9a-4f24-97b4-c294bd44089d,Ronald Patel,thomas05@example.com,Phone,Accessories,856.68,2025-04-28,Israel
e61599c8-cbf8-4f86-8ec3-f970956d80e4,Melissa Johnson,pbaker@example.net,Camera,Accessories,643.25,2025-04-12,Saint Helena
2ba6adb3-7afe-4114-9561-c8130d259caa,Michelle Hampton,rhernandez@example.org,Camera,Electronics,1841.54,2025-01-06,Yemen
04d9145e-30d7-4df7-9c22-1ceab35556a5,Jason Gutierrez,roberthampton@example.com,Camera,Accessories,358.66,2025-06-02,Saint Pierre and Miquelon
23595fa4-b4ad-4f89-8ff1-aa9fba370623,Kristina Bolton,ufox@example.org,Laptop,Accessories,463.56,2025-03-22,Martinique
ad05b912-5ab2-4d4a-8bd8-8fcd57a2be4e,Michelle Schneider,chelsea33@example.com,Headphones,Accessories,1321.32,2025-04-08,Czech Republic
4c3077c4-fb75-4923-b910-abb3f1053252,Michele Vaughn,wstewart@example.net,Camera,Electronics,927.31,2025-06-13,South Africa
1f33242d-49ac-4087-8601-5028b8beff3d,Kimberly Huang,xcardenas@example.org,Phone,Electronics,80.5,2025-02-20,France
58ab4778-143b-45e3-b6d1-f6bbf48f709c,Mary Burgess,jamesryan@example.net,Camera,Electronics,1262.27,2025-05-02,Burundi
963a8617-bdab-47e7-9d9d-028e1bf645f6,Anthony Stein,danawilliams@example.com,Phone,Accessories,1459.63,2025-02-27,Latvia
23310a28-c550-4ca8-ae62-990c19bd4f93,Joshua Hickman,edelgado@example.com,Headphones,Electronics,1047.23,2025-04-24,Saudi Arabia
4910fade-5238-4bf2-8988-e418f6c31218,Susan Davis,amandasharp@example.org,Phone,Electronics,1233.06,2025-06-09,China
2d007d05-d66d-4627-a1da-ce6a6afa828c,Amanda Huff,vlopez@example.com,Laptop,Accessories,20.08,2025-06-03,Algeria
1b780ede-9a4f-4c0c-9165-f2ed4c636e95,Frances Gibson,ismall@example.net,Headphones,Electronics,1788.77,2025-03-23,Congo
2999394c-54a7-469b-9cd6-6b09cf0e6d2b,Mariah Higgins,doylekrystal@example.net,Headphones,Electronics,1684.68,2025-04-29,Congo
a383889a-db2c-4ac8-9c67-83932ced3c0d,Samantha Robertson,moralescody@example.org,Laptop,Accessories,764.57,2025-03-25,Vietnam
6231ee73-42c2-42eb-81bf-9e733f800385,Paul Finley,brandi90@example.com,Phone,Accessories,288.2,2025-04-25,Puerto Rico
1e43fbd2-aaf4-47f7-8fe7-61493c7e5368,Christopher Parks,hannah45@example.net,Phone,Electronics,1394.4,2025-02-08,Burkina Faso
bf6b8cdf-7479-4b61-a737-2b527a6a2107,Jacqueline Miles DVM,kathleenbecker@example.net,Headphones,Electronics,574.57,2025-06-02,Belgium
b42a0456-8736-4a84-b25e-134d86879aa9,Thomas Rodriguez,ashleyhernandez@example.com,Phone,Electronics,246.6,2025-05-30,Kenya
b787ef8d-3495-411e-ae27-d4321dc1e7eb,Ann Dixon,chavezwilliam@example.com,Camera,Electronics,548.45,2025-04-09,Monaco
4ee4334e-ce92-4136-ac3a-812f765e6cb5,Jennifer Velasquez,bethwilliams@example.com,Phone,Accessories,1040.11,2025-05-03,Mauritius
e4eb8000-ef40-4162-8f6c-e9bffe7ee362,Timothy Johnson,iwhite@example.net,Laptop,Electronics,121.6,2025-06-21,Oman
fe2bd987-5fdc-4bbf-ab9c-d71cf6ba745b,Joan Stark,rbennett@example.net,Headphones,Electronics,408.75,2025-06-03,Burkina Faso
1e5ebe54-5907-4299-9c3b-bdd8a74e02a9,Joshua Rice,maryavila@example.com,Headphones,Electronics,835.57,2025-03-23,Saint Helena
